5,37,1,966.90000,73.90426,53.76000,180.85106,1.33140,13.87115
5,38,1,923.38000,78.15957,69.12000,189.36170,1.00144,13.26687
5,39,1,910.58000,78.15957,76.80000,204.25532,0.95145,12.56558
5,40,1,895.22000,84.54255,79.36000,214.89362,0.86815,11.86241
5,41,1,892.66000,86.67021,87.04000,225.53191,0.90870,11.37473
5,42,1,884.98000,88.79787,89.60000,240.42553,0.89509,10.79926
5,43,1,882.42000,97.30851,92.16000,257.44681,0.93612,10.04368
5,44,1,864.50000,97.30851,110.08000,276.59575,0.90958,9.55628
5,45,1,874.74000,105.81915,99.84000,295.74468,0.98721,8.93467
5,46,1,892.66000,105.81915,153.60000,312.76596,1.27018,8.58940
5,118,1,629.99254,239.86382,254.08955,553.47912,0.76320,4.99523
5,119,1,691.12687,206.46421,179.58209,493.04175,0.73698,5.51666
5,120,1,727.42537,181.01690,177.67164,434.19483,0.76117,6.13288
5,121,1,759.90298,165.11233,146.04269,380.11928,0.73029,6.79507
5,122,1,798.11194,147.61730,137.55224,346.71968,0.81083,7.40525
5,123,1,815.30597,139.66501,118.44776,315.03252,0.78457,7.98002
5,124,1,834.41045,128.53181,108.89552,286.46834,0.79288,8.67501
5,125,1,842.19366,121.55259,98.94500,261.40087,0.74347,9.35412
5,126,1,849.69403,115.80815,90.83867,240.15905,0.70183,10.03220
5,127,1,856.25451,111.59261,84.15366,222.04739,0.66443,10.68677
5,128,1,861.99768,108.11396,77.68438,204.74901,0.62013,11.39216
5,129,1,867.89941,104.99357,72.16030,189.49004,0.58313,12.11044
5,129,2,662.47015,184.19781,204.41791,586.87873,0.76375,5.10750
5,130,1,874.93559,101.85284,68.31091,187.31515,0.60961,12.33094
5,130,2,717.87313,158.45752,195.07891,536.27708,0.85087,5.55672
5,131,1,777.09702,141.25547,171.94030,485.08946,0.95568,6.05417
5,132,1,786.64925,130.73127,154.74627,443.12857,0.90436,6.51065
5,133,1,819.12687,125.35089,145.19403,400.79523,0.97171,7.01519
5,134,1,819.12687,118.98907,143.28358,388.07157,0.94489,7.24352
5,135,1,977.69403,83.34385,57.31343,160.64224,1.45232,14.47237
5,135,2,843.96269,117.39861,149.01493,368.98608,1.05646,7.51414
5,136,1,891.72388,107.85586,145.19403,353.08151,1.26787,7.87882
5,137,1,905.09702,107.85586,131.82090,333.99602,1.29245,8.18040
5,138,1,922.29105,107.85586,114.62687,332.40557,1.33806,8.20589
5,145,1,950.94776,85.58946,59.22388,158.40954,1.18368,14.54405
5,156,1,672.02239,173.06461,192.95522,578.92644,0.75550,5.20842
5,157,1,723.60448,147.61730,179.58209,515.30815,0.80921,5.76864
5,158,1,756.29590,130.11495,151.73096,448.18027,0.77587,6.46228
5,159,1,786.64925,118.98907,129.91045,399.20477,0.77406,7.10385
5,160,1,823.50836,113.22880,125.66999,376.11046,0.90030,7.47294
5,161,1,843.96269,108.39744,196.77612,339.81628,1.14274,8.07903
5,162,1,895.54478,104.69670,150.92537,335.56473,1.29159,8.20684
5,200,1,937.57463,105.54247,78.32836,311.58504,1.31105,8.61514
5,201,1,884.08209,107.85586,95.52239,284.69185,1.01886,9.12329
5,202,1,864.97761,105.52725,87.88060,263.16360,0.82785,9.69047
5,203,1,866.88806,102.50135,80.23881,243.92310,0.76385,10.29255
5,204,1,874.52985,98.88639,72.59701,226.86212,0.73944,10.93122
5,205,1,877.36847,95.05893,73.57929,211.07935,0.71035,11.62785
5,206,1,893.63433,90.58830,68.77612,198.41380,0.77975,12.30767
5,207,1,895.54478,85.58946,64.95522,190.85487,0.74087,12.88295
5,208,1,917.67517,85.58946,66.93643,181.22117,0.93416,13.31780
5,209,1,956.17548,79.22763,71.19019,178.31896,1.31400,13.72090
5,210,1,885.99254,82.40855,76.41791,181.31213,0.65875,13.54023
5,211,1,884.08209,83.99901,64.95522,187.67396,0.61391,13.14117
5,212,1,889.81343,82.40855,80.23881,200.39761,0.77862,12.58076
5,213,1,885.99254,87.17992,78.32836,213.12127,0.78698,11.84137
5,214,1,891.72388,91.95129,87.88060,230.61630,0.92674,11.01289
5,215,1,882.17164,100.37717,82.14925,247.63774,0.88561,10.23505
5,216,1,866.88806,104.67495,106.98507,271.96819,0.92005,9.48994
5,217,1,863.06716,110.14649,108.89552,293.53442,0.94667,8.89321
5,218,1,855.42537,109.44632,133.19829,316.50099,1.00530,8.46290
5,219,1,882.17164,110.81627,154.74627,329.44516,1.22935,8.20811
5,239,1,838.23134,82.40855,87.88060,203.57853,0.34797,12.51824
5,240,1,851.60448,90.36083,66.86567,205.16899,0.41787,12.09499
5,241,1,849.69403,96.72266,70.68657,217.89264,0.49493,11.34667
5,242,1,840.14179,101.49404,85.97015,233.79722,0.55228,10.64806
5,243,1,822.94776,106.26541,80.23881,254.47316,0.48645,9.92314
5,244,1,807.66418,112.62724,85.97015,276.73956,0.49032,9.22374
5,245,1,771.36567,118.98907,131.82090,299.00596,0.48779,8.62856
5,246,1,744.61940,121.99868,99.34328,335.75778,0.34914,7.93593
5,247,1,698.76866,138.07455,101.25373,362.62425,0.23242,7.31387
5,248,1,666.29105,153.97913,118.44776,413.51889,0.29327,6.54595
5,249,1,631.90298,168.29324,147.51379,475.54672,0.37519,5.87865
5,250,1,582.23134,187.37873,175.76119,558.25050,0.42660,5.21241
5,391,1,715.96269,165.11233,259.82090,537.57455,0.96238,5.51560
5,392,1,813.39552,147.61730,191.04478,461.23260,1.11778,6.20726
5,393,1,819.12687,131.29732,171.94030,401.99574,1.03990,6.93600
5,394,1,847.78358,117.39861,141.37313,354.67197,1.04132,7.71496
5,395,1,838.23134,107.67690,145.19403,319.41864,0.94257,8.44401
5,396,1,870.70895,100.34862,116.53731,292.67278,1.00158,9.11402
5,397,1,872.61940,98.31312,112.71642,257.65408,0.94168,10.01049
5,398,1,893.63433,91.95129,99.34328,236.97813,0.99800,10.79618
5,399,1,885.19899,82.99966,102.04728,225.25382,0.90019,11.52005
5,400,1,901.27612,79.22763,85.97015,211.53081,0.92853,12.20651
5,401,1,901.27612,76.74053,87.88060,196.73260,0.89461,12.99434
5,402,1,935.66418,74.45626,76.41791,184.49304,1.13987,13.68572
5,422,1,914.64925,96.72266,118.44776,338.76740,1.30464,8.28705
5,423,1,845.87313,112.62724,120.35821,353.08151,0.96950,7.80886
5,424,1,773.27612,118.98907,135.64179,381.70974,0.69378,7.32044
5,425,1,706.41045,130.12227,164.29851,419.88072,0.53847,6.73708
5,448,1,685.39552,157.16004,120.35821,470.77535,0.50180,6.01236
5,450,1,687.30597,160.34095,152.83582,458.05169,0.55731,6.09401
5,451,1,689.21642,165.11233,133.73134,453.28032,0.52677,6.09213
5,484,1,753.18123,127.14706,123.25907,336.97123,0.47940,7.83550
5,485,1,765.63433,121.82207,110.80597,320.02982,0.45665,8.19663
5,486,1,776.39884,116.60101,101.95190,295.03219,0.40825,8.75633
5,487,1,785.86681,109.44632,98.21528,278.33002,0.38140,9.26618
5,488,1,794.77078,106.83352,102.68445,263.44779,0.39832,9.68363
5,489,1,803.84328,102.80131,87.88060,255.39782,0.36725,10.00160
5,490,1,814.47565,99.22379,84.00026,248.79112,0.39394,10.28374
5,491,1,826.56343,95.80048,80.60339,232.34488,0.39862,10.89462
5,492,1,826.76866,92.63583,84.05970,222.02496,0.35918,11.36405
5,493,1,838.23134,89.83432,80.23881,210.46688,0.37916,11.90699
5,494,1,847.78358,87.50041,80.44079,206.27638,0.43703,12.16486
5,495,1,859.24627,85.73857,68.77612,201.83897,0.46184,12.42688
5,496,1,859.24627,84.30461,65.31501,199.08282,0.42727,12.62081
5,496,2,970.05224,76.19721,57.31343,180.07968,1.38102,13.77453
5,497,1,859.24627,82.96905,61.52207,196.84754,0.39277,12.79248
5,497,2,956.67910,77.79084,64.95522,176.89243,1.28546,13.88643
